iter	Logloss
0	0.3511386463
1	0.1759062266
2	0.0958755193
3	0.05227561154
4	0.03059235233
5	0.01936221018
6	0.01293528964
7	0.009356136946
8	0.007203612331
9	0.00584040246
10	0.004961074775
11	0.004341896734
12	0.00389310075
13	0.003575255281
14	0.003347224572
15	0.003163424786
16	0.002991661736
17	0.002890369602
18	0.002804315442
19	0.00273472547
20	0.002676796267
21	0.002647834748
22	0.002617248574
23	0.002574748704
24	0.002547851298
25	0.002530402868
26	0.002502785334
27	0.002484784481
28	0.002447094838
29	0.00239691497
30	0.002368855293
31	0.002355054622
32	0.002344703055
33	0.002311136865
34	0.002290343741
35	0.002269826477
36	0.002263492757
37	0.002243338428
38	0.002216105731
39	0.002207303118
40	0.002189207802
41	0.002166060128
42	0.002152959448
43	0.002138563351
44	0.002132442324
45	0.002119852628
46	0.002104947048
47	0.002098754687
48	0.002091503266
49	0.002085483017
50	0.002073943744
51	0.002065410342
52	0.002057096912
53	0.002048999363
54	0.002038521654
55	0.0020312353
56	0.002025509095
57	0.002010514906
58	0.001998919618
59	0.001992590823
60	0.001978009659
61	0.001960565451
62	0.001940001106
63	0.001927837863
64	0.001904669358
65	0.001895341678
66	0.001888374531
67	0.001875869042
68	0.001864216225
69	0.001850272626
70	0.001842406414
71	0.001828980275
72	0.001819059635
73	0.001813198486
74	0.001797945809
75	0.00178667402
76	0.001775433161
77	0.001763959915
78	0.00175856261
79	0.001753300506
80	0.001746209238
81	0.001733401063
82	0.00172463955
83	0.001714871145
84	0.001708028577
85	0.00169939956
86	0.001694473905
87	0.001683649864
88	0.001664238659
89	0.001659086938
90	0.001653657111
91	0.001648174543
92	0.001640589957
93	0.001635244968
94	0.00163065684
95	0.001613971711
96	0.001606779794
97	0.001603361215
98	0.001595820067
99	0.001589542229
100	0.001585380139
101	0.001580875654
102	0.001572083137
103	0.001563711902
104	0.001554891578
105	0.001549985464
106	0.001542697161
107	0.001536373928
108	0.001527929469
109	0.001518294647
110	0.001512681314
111	0.001505938011
112	0.001497534153
113	0.001494768862
114	0.001486623229
115	0.0014753178
116	0.001470486417
117	0.001463523801
118	0.001459583225
119	0.001447301633
120	0.001444726726
121	0.001442106766
122	0.001439328609
123	0.00143583392
124	0.001422602455
125	0.001419112407
126	0.001411287779
127	0.00140965458
128	0.001405529821
129	0.001397272473
130	0.001389331729
131	0.001384598585
132	0.001374602025
133	0.001369987389
134	0.001363008847
135	0.00135365143
136	0.001346232292
137	0.001343124862
138	0.001331908747
139	0.001330203593
140	0.001327626903
141	0.001321423195
142	0.001318293646
143	0.001309445554
144	0.001306057041
145	0.001297380118
146	0.001295054253
147	0.001292740996
148	0.001289875082
149	0.001281725788
150	0.00127671307
151	0.001272229432
152	0.001266147426
153	0.001260763776
154	0.001252587002
155	0.00124681145
156	0.001244636066
157	0.001243435604
158	0.001241064747
159	0.001235915572
160	0.001234140872
161	0.001231821859
162	0.001226617577
163	0.001225057652
164	0.001219333949
165	0.001217503417
166	0.001213657534
167	0.001211992547
168	0.001200355317
169	0.0011986317
170	0.001194132982
171	0.001193006643
172	0.001189507633
173	0.00118850079
174	0.001186910573
175	0.001185189
176	0.00118432123
177	0.001178736231
178	0.001174687632
179	0.001172836098
180	0.001166909172
181	0.001165425226
182	0.001159896031
183	0.001158634014
184	0.001155984952
185	0.001154687278
186	0.001152557709
187	0.001150326571
188	0.001146200341
189	0.001142382062
190	0.00113558833
191	0.00113487128
192	0.001129200031
193	0.001126827389
194	0.001123977735
195	0.001120536776
196	0.001119320078
197	0.001114782616
198	0.001113713
199	0.001109725977
200	0.001095708677
201	0.001094573087
202	0.001093414918
203	0.001090892271
204	0.001086181178
205	0.001085479249
206	0.00107812869
207	0.001077136762
208	0.001075249692
209	0.001073784827
210	0.001070670823
211	0.001067485784
212	0.001061004447
213	0.001060194234
214	0.001058460336
215	0.001053554005
216	0.001052638384
217	0.001043983529
218	0.001042172863
219	0.001039038277
220	0.001036387849
221	0.001032082894
222	0.001030542706
223	0.001029048088
224	0.001026490675
225	0.001023430488
226	0.00102013972
227	0.001019374298
228	0.001015994254
229	0.001015334775
230	0.001014530476
231	0.001012190044
232	0.001009342543
233	0.00100851707
234	0.001007239163
235	0.001001621906
236	0.000997633554
237	0.0009889511057
238	0.0009852347299
239	0.0009843726082
240	0.000982031315
241	0.0009814400997
242	0.0009801892901
243	0.0009781418691
244	0.0009748645387
245	0.0009655772098
246	0.000960906887
